Data,ACP,ALE,ALR,CCC,CDR,CPS,DNP,JSW,KGH,LPP,LTS,OPL,PEO,PGE,PGN,PKN,PKO,PZU,SPL,TPE
1993-06-22,,,,,,,,,,,,,,,,,,,5.3408,
1993-06-24,,,,,,,,,,,,,,,,,,,4.8771,
1993-06-28,,,,,,,,,,,,,,,,,,,4.8771,
1993-06-29,,,,,,,,,,,,,,,,,,,5.1612,
1993-07-01,,,,,,,,,,,,,,,,,,,5.3408,
1993-07-05,,,,,,,,,,,,,,,,,,,5.5877,
1993-07-06,,,,,,,,,,,,,,,,,,,5.6176,
1993-07-08,,,,,,,,,,,,,,,,,,,5.0565,
1993-07-12,,,,,,,,,,,,,,,,,,,5.1612,
1993-07-13,,,,,,,,,,,,,,,,,,,5.1238,
1993-07-15,,,,,,,,,,,,,,,,,,,5.0565,
1993-07-19,,,,,,,,,,,,,,,,,,,5.0565,
1993-07-20,,,,,,,,,,,,,,,,,,,4.9817,
1993-07-22,,,,,,,,,,,,,,,,,,,5.0939,
1993-07-26,,,,,,,,,,,,,,,,,,,5.0939,
1993-07-27,,,,,,,,,,,,,,,,,,,5.019,
1993-07-29,,,,,,,,,,,,,,,,,,,5.0939,
1993-08-02,,,,,,,,,,,,,,,,,,,5.1612,
1993-08-03,,,,,,,,,,,,,,,,,,,5.1612,
1993-08-05,,,,,,,,,,,,,,,,,,,5.1238,
1993-08-09,,,,,,,,,,,,,,,,,,,5.6176,
1993-08-10,,,,,,,,,,,,,,,,,,,6.186,
1993-08-12,,,,,,,,,,,,,,,,,,,6.8219,
1993-08-16,,,,,,,,,,,,,,,,,,,7.4577,
1993-08-17,,,,,,,,,,,,,,,,,,,8.2062,
1993-08-19,,,,,,,,,,,,,,,,,,,8.9834,
1993-08-23,,,,,,,,,,,,,,,,,,,9.791,
1993-08-24,,,,,,,,,,,,,,,,,,,10.712,
1993-08-26,,,,,,,,,,,,,,,,,,,11.812,
1993-08-30,,,,,,,,,,,,,,,,,,,10.644,
1993-08-31,,,,,,,,,,,,,,,,,,,9.619,
1993-09-02,,,,,,,,,,,,,,,,,,,10.502,
1993-09-06,,,,,,,,,,,,,,,,,,,11.489,
1993-09-07,,,,,,,,,,,,,,,,,,,10.323,
1993-09-09,,,,,,,,,,,,,,,,,,,9.897,
1993-09-13,,,,,,,,,,,,,,,,,,,9.791,
1993-09-14,,,,,,,,,,,,,,,,,,,9.897,
1993-09-16,,,,,,,,,,,,,,,,,,,10.217,
1993-09-20,,,,,,,,,,,,,,,,,,,9.1927,
1993-09-21,,,,,,,,,,,,,,,,,,,8.2728,
1993-09-23,,,,,,,,,,,,,,,,,,,7.4577,
1993-09-27,,,,,,,,,,,,,,,,,,,6.8592,
1993-09-28,,,,,,,,,,,,,,,,,,,7.5324,
1993-09-30,,,,,,,,,,,,,,,,,,,8.2062,
1993-10-04,,,,,,,,,,,,,,,,,,,8.9834,
1993-10-05,,,,,,,,,,,,,,,,,,,9.4029,
1993-10-07,,,,,,,,,,,,,,,,,,,9.4029,
1993-10-11,,,,,,,,,,,,,,,,,,,9.972,
1993-10-12,,,,,,,,,,,,,,,,,,,10.57,
1993-10-14,,,,,,,,,,,,,,,,,,,10.57,
1993-10-18,,,,,,,,,,,,,,,,,,,11.421,
1993-10-19,,,,,,,,,,,,,,,,,,,10.995,
1993-10-21,,,,,,,,,,,,,,,,,,,10.397,
1993-10-26,,,,,,,,,,,,,,,,,,,9.972,
1993-10-28,,,,,,,,,,,,,,,,,,,10.57,
1993-11-02,,,,,,,,,,,,,,,,,,,10.57,
1993-11-04,,,,,,,,,,,,,,,,,,,10.644,
1993-11-08,,,,,,,,,,,,,,,,,,,10.217,
1993-11-09,,,,,,,,,,,,,,,,,,,9.972,
1993-11-10,,,,,,,,,,,,,,,,,,,10.57,
1993-11-15,,,,,,,,,,,,,,,,,,,10.921,
1993-11-16,,,,,,,,,,,,,,,,,,,10.817,
1993-11-18,,,,,,,,,,,,,,,,,,,9.725,
1993-11-22,,,,,,,,,,,,,,,,,,,9.725,
1993-11-23,,,,,,,,,,,,,,,,,,,10.323,
1993-11-25,,,,,,,,,,,,,,,,,,,10.397,
1993-11-29,,,,,,,,,,,,,,,,,,,10.397,
1993-11-30,,,,,,,,,,,,,,,,,,,10.502,
1993-12-02,,,,,,,,,,,,,,,,,,,10.644,
1993-12-06,,,,,,,,,,,,,,,,,,,11.736,
1993-12-07,,,,,,,,,,,,,,,,,,,12.162,
1993-12-09,,,,,,,,,,,,,,,,,,,12.088,
1993-12-13,,,,,,,,,,,,,,,,,,,12.446,
1993-12-14,,,,,,,,,,,,,,,,,,,12.446,
1993-12-16,,,,,,,,,,,,,,,,,,,12.761,
1993-12-20,,,,,,,,,,,,,,,,,,,13.681,
1993-12-21,,,,,,,,,,,,,,,,,,,13.966,
1993-12-23,,,,,,,,,,,,,,,,,,,14.497,
1993-12-27,,,,,,,,,,,,,,,,,,,15.199,
1993-12-28,,,,,,,,,,,,,,,,,,,13.681,
1993-12-30,,,,,,,,,,,,,,,,,,,15.056,
1994-01-03,,,,,,,,,,,,,,,,,,,15.977,
1994-01-04,,,,,,,,,,,,,,,,,,,16.613,
1994-01-06,,,,,,,,,,,,,,,,,,,16.687,
1994-01-10,,,,,,,,,,,,,,,,,,,17.324,
1994-01-11,,,,,,,,,,,,,,,,,,,18.738,
1994-01-13,,,,,,,,,,,,,,,,,,,20.577,
1994-01-17,,,,,,,,,,,,,,,,,,,22.553,
1994-01-18,,,,,,,,,,,,,,,,,,,24.82,
1994-01-20,,,,,,,,,,,,,,,,,,,27.22,
1994-01-24,,,,,,,,,,,,,,,,,,,26.659,
1994-01-25,,,,,,,,,,,,,,,,,,,27.361,
1994-01-27,,,,,,,,,,,,,,,,,,,30.124,
1994-01-31,,,,,,,,,,,,,,,,,,,27.077,
1994-02-01,,,,,,,,,,,,,,,,,,,24.467,
1994-02-03,,,,,,,,,,,,,,,,,,,22.059,
1994-02-07,,,,,,,,,,,,,,,,,,,24.251,
1994-02-08,,,,,,,,,,,,,,,,,,,25.882,
1994-02-10,,,,,,,,,,,,,,,,,,,25.312,
1994-02-14,,,,,,,,,,,,,,,,,,,25.882,
1994-02-15,,,,,,,,,,,,,,,,,,,27.011,
1994-02-17,,,,,,,,,,,,,,,,,,,27.361,
1994-02-21,,,,,,,,,,,,,,,,,,,27.22,
1994-02-22,,,,,,,,,,,,,,,,,,,26.023,
1994-02-24,,,,,,,,,,,,,,,,,,,27.361,
1994-02-28,,,,,,,,,,,,,,,,,,,28.072,
1994-03-01,,,,,,,,,,,,,,,,,,,28.072,
1994-03-03,,,,,,,,,,,,,,,,,,,27.361,
1994-03-07,,,,,,,,,,,,,,,,,,,27.361,
1994-03-08,,,,,,,,,,,,,,,,,,,27.361,
1994-03-10,,,,,,,,,,,,,,,,,,,27.58,
1994-03-14,,,,,,,,,,,,,,,,,,,27.856,
1994-03-15,,,,,,,,,,,,,,,,,,,27.361,
1994-03-17,,,,,,,,,,,,,,,,,,,26.659,
1994-03-21,,,,,,,,,,,,,,,,,,,23.966,
1994-03-22,,,,,,,,,,,,,,,,,,,21.849,
1994-03-24,,,,,,,,,,,,,,,,,,,23.966,
1994-03-28,,,,,,,,,,,,,,,,,,,22.059,
1994-03-29,,,,,,,,,,,,,,,,,,,19.8,
1994-03-31,,,,,,,,,,,,,,,,,,,17.892,
1994-04-05,,,,,,,,,,,,,,,,,,,17.959,
1994-04-07,,,,,,,,,,,,,,,,,,,18.453,
1994-04-08,,,,,,,,,,,,,,,,,,,17.533,
1994-04-11,,,,,,,,,,,,,,,,,,,15.836,
1994-04-12,,,,,,,,,,,,,,,,,,,14.279,
1994-04-14,,,,,,,,,,,,,,,,,,,14.279,
1994-04-18,,,,,,,,,,,,,,,,,,,15.199,
1994-04-19,,,,,,,,,,,,,,,,,,,16.687,
1994-04-21,,,,,,,,,,,,,,,,,,,20.085,
1994-04-25,,,,,,,,,,,,,,,,,,,19.725,
1994-04-26,,,,,,,,,,,,,,,,,,,17.817,
1994-04-28,,,,,,,,,,,,,,,,,,,16.052,
1994-05-05,,,,,,,,,,,,,,,,,,,17.608,
1994-05-06,,,,,,,,,,,,,,,,,,,15.836,
1994-05-09,,,,,,,,,,,,,,,,,,,15.836,
1994-05-10,,,,,,,,,,,,,,,,,,,16.195,
1994-05-12,,,,,,,,,,,,,,,,,,,16.687,
1994-05-16,,,,,,,,,,,,,,,,,,,18.453,
1994-05-17,,,,,,,,,,,,,,,,,,,18.101,
1994-05-19,,,,,,,,,,,,,,,,,,,19.8,
1994-05-23,,,,,,,,,,,,,,,,,,,20.862,
1994-05-24,,,,,,,,,,,,,,,,,,,21.281,
1994-05-26,,,,,,,,,,,,,,,,,,,21.138,
1994-05-30,,,,,,,,,,,,,,,,,,,21.281,
1994-05-31,,,,,,,,,,,,,,,,,,,21.138,
1994-06-01,,,,,,,,,,,,,,,,,,,19.165,
1994-06-06,,,,,,,,,,,,,,,,,,,19.165,
1994-06-07,,,,,,,,,,,,,,,,,,,17.817,
1994-06-09,,,,,,,,,,,,,,,,,,,16.052,
1994-06-13,,,,,,,,,,,,,,,,,,,14.497,
1994-06-14,,,,,,,,,,,,,,,,,,,13.008,
1994-06-16,,,,,,,,,,,,,,,,,,,14.279,
1994-06-20,,,,,,,,,,,,,,,,,,,12.939,
1994-06-21,,,,,,,,,,,,,,,,,,,12.162,
1994-06-23,,,,,,,,,,,,,,,,,,,12.162,
1994-06-27,,,,,,,,,,,,,,,,,,,13.366,
1994-06-28,,,,,,,,,,,,,,,,,,,13.254,
1994-06-30,,,,,,,,,,,,,,,,,,,12.939,
1994-07-04,,,,,,,,,,,,,,,,,,,13.614,
1994-07-05,,,,,,,,,,,,,,,,,,,14.497,
1994-07-06,,,,,,,,,,,,,,,,,,,15.836,
1994-07-07,,,,,,,,,,,,,,,,,,,15.977,
1994-07-11,,,,,,,,,,,,,,,,,,,16.687,
1994-07-12,,,,,,,,,,,,,,,,,,,18.453,
1994-07-13,,,,,,,,,,,,,,,,,,,19.165,
1994-07-14,,,,,,,,,,,,,,,,,,,17.959,
1994-07-18,,,,,,,,,,,,,,,,,,,19.725,
1994-07-19,,,,,,,,,,,,,,,,,,,20.436,
1994-07-20,,,,,,,,,,,,,,,,,,,18.453,
1994-07-21,,,,,,,,,,,,,,,,,,,18.806,
1994-07-25,,,,,,,,,,,,,,,,,,,18.806,
1994-07-26,,,,,,,,,,,,,,,,,,,19.658,
1994-07-27,,,,,,,,,,,,,,,,,,,19.658,
1994-07-28,,,,,,,,,,,,,,,,,,,19.658,
1994-08-01,,,,,,,,,,,,,,,,,,,19.516,
1994-08-02,,,,,8.2789,,,,,,,,,,,,,,19.165,
1994-08-03,,,,,9.0931,,,,,,,,,,,,,,19.448,
1994-08-04,,,,,9.995,,,,,,,,,,,,,,19.725,
1994-08-08,,,,,9.0931,,,,,,,,,,,,,,19.725,
1994-08-09,,,,,10.732,,,,,,,,,,,,,,19.658,
1994-08-10,,,,,10.123,,,,,,,,,,,,,,19.373,
1994-08-11,,,,,9.917,,,,,,,,,,,,,,19.022,
1994-08-16,,,,,10.536,,,,,,,,,,,,,,19.725,
1994-08-17,,,,,11.065,,,,,,,,,,,,,,20.996,
1994-08-18,,,,,9.956,,,,,,,,,,,,,,20.996,
1994-08-22,,,,,10.33,,,,,,,,,,,,,,21.281,
1994-08-23,,,,,9.505,,,,,,,,,,,,,,23.405,
1994-08-24,,,,,9.299,,,,,,,,,,,,,,22.769,
1994-08-25,,,,,8.3575,,,,,,,,,,,,,,21.281,
1994-08-29,,,,,9.0538,,,,,,,,,,,,,,21.565,
1994-08-30,,,,,9.0146,,,,,,,,,,,,,,21.281,
1994-08-31,,,,,8.4849,,,,,,,,,,,,,,20.436,
1994-09-01,,,,,8.2789,,,,,,,,,,,,,,19.725,
1994-09-05,,,,,7.8669,,,,,,,,,,,,,,17.817,
1994-09-06,,,,,7.0724,,,,,,,,,,,,,,16.052,
1994-09-07,,,,,6.3759,,,,,,,,,,,,,,16.403,
1994-09-08,,,,,6.9841,,,,,,,,,,,,,,17.608,
1994-09-12,,,,,7.661,,,,,,,,,,,,,,17.608,
1994-09-13,,,,,6.9056,,,,,,,,,,,,,,15.91,
1994-09-14,,,,,7.0233,,,,,,,,,,,,,,15.558,
1994-09-15,,,,,6.886,,,,,,,,,,,,,,15.417,
1994-09-19,,,,,6.8664,,,,,,,,,,,,,,14.848,
1994-09-20,,,,,6.1895,,,,,,,,,,,,,,14.354,
1994-09-21,,,,,5.6304,,,,,,,,,,,,,,13.008,
1994-09-22,,,,,5.856,,,,,,,,,,,,,,13.501,
1994-09-26,,,,,5.6991,,,,,,,,,,,,,,12.867,
1994-09-27,,,,,5.2872,,,,,,,,,,,,,,12.162,
1994-09-28,,,,,5.2872,,,,,,,,,,,,,,12.867,
1994-09-29,,,,,5.5912,,,,,,,,,,,,,,13.862,
1994-10-03,,,,,6.1503,,,,,,,,,,,,,,14.497,
1994-10-04,,,,,6.2092,,,,,,,,,,,,,,14.564,
1994-10-05,,,,,6.8272,,,,,,,,,,,,,,15.199,
1994-10-06,,,,,6.7193,,,,,,,,,,,,,,15.199,
1994-10-07,,,,,6.8468,,,,,,,,,,,,,,15.199,
1994-10-10,,,,,6.7193,,,,,,,,,,,,,,14.707,
1994-10-11,,,,,6.4152,,,,,,,,,,,,,,13.966,
1994-10-12,,,,,6.4152,,,,,,,,,,,,,,13.966,
1994-10-13,,,,,5.7776,,,,,,,,,,,,,,13.366,
1994-10-14,,,,,6.3269,,,,,,,,,,,,,,13.966,
1994-10-17,,,,,6.6212,,,,,,,,,,,,,,14.108,
1994-10-18,,,,,6.8272,,,,,,,,,,,,,,14.108,
1994-10-19,,,,,6.7193,,,,,,,,,,,,,,14.212,
1994-10-20,,,,,6.6016,,,,,,,,,,,,,,13.966,
1994-10-21,,,,,6.2681,,,,,,,,,,,,,,13.254,
1994-10-24,,,,,5.7972,,,,,,,,,,,,,,12.657,
1994-10-25,,,,,5.8756,,,,,,,,,,,,,,12.761,
1994-10-26,,,,,5.9051,,,,,,,,,,,,,,12.266,
1994-10-27,,,,,5.5912,,,,,,,,,,,,,,11.564,
1994-10-28,,,,,5.4735,,,,,,,,,,,,,,11.062,
1994-11-02,,,,,6.0228,,,,,,,,,,,,,,12.162,
1994-11-03,,,,,5.9639,,,,,,,,,,,,,,12.761,
1994-11-04,,,,,5.9443,,,,,,,,,,,,,,11.812,
1994-11-07,,,,,5.9051,,,,,,,,,,,,,,9.867,
1994-11-08,,,,,5.9051,,,,,,,,,,,,,,9.867,
1994-11-09,,,,,5.9247,,,,,,,,,,,,,,8.9834,
1994-11-10,,,,,5.9247,,,,,,,,,,,,,,8.557,
1994-11-14,,,,,5.9051,,,,,,,,,,,,,,8.2728,
1994-11-15,,,,,5.4735,,,,,,,,,,,,,,7.4577,
1994-11-16,,,,,5.4735,,,,,,,,,,,,,,6.7545,
1994-11-17,,,,,5.3656,,,,,,,,,,,,,,7.2856,
1994-11-18,,,,,5.6795,,,,,,,,,,,,,,7.2481,
1994-11-21,,,,,5.1008,,,,,,,,,,,,,,6.5749,
1994-11-22,,,,,4.6103,,,,,,,,,,,,,,5.9392,
1994-11-23,,,,,4.6691,,,,,,,,,,,,,,6.4328,
1994-11-24,,,,,4.6495,,,,,,,,,,,,,,6.6797,
1994-11-25,,,,,4.6691,,,,,,,,,,,,,,6.6797,
1994-11-28,,,,,5.1008,,,,,,,,,,,,,,7.353,
1994-11-29,,,,,5.6108,,,,,,,,,,,,,,8.0935,
1994-11-30,,,,,6.0817,,,,,,,,,,,,,,8.8713,
1994-12-01,,,,,6.0424,,,,,,,,,,,,,,9.725,
1994-12-02,,,,,5.4245,,,,,,,,,,,,,,9.4786,
1994-12-05,,,,,5.6991,,,,,,,,,,,,,,9.867,
1994-12-06,,,,,5.5716,,,,,,,,,,,,,,8.8713,
1994-12-07,,,,,5.6991,,,,,,,,,,,,,,8.0261,
1994-12-08,,,,,5.1204,,,,,,,,,,,,,,7.2481,
1994-12-09,,,,,4.6691,,,,,,,,,,,,,,6.6797,
1994-12-12,,,,,5.0615,,,,,,,,,,,,,,7.353,
1994-12-13,,,,,4.8751,,,,,,,,,,,,,,8.0261,
1994-12-14,,,,,4.7771,,,,,,,,,,,,,,7.4277,
1994-12-15,,,,,4.8751,,,,,,,,,,,,,,7.4277,
1994-12-16,,,,,5.346,,,,,,,,,,,,,,7.9215,
1994-12-19,,,,,5.2676,,,,,,,,,,,,,,8.5191,
1994-12-20,,,,,5.2086,,,,,,,,,,,,,,7.7794,
1994-12-21,,,,,5.1204,,,,,,,,,,,,,,8.0261,
1994-12-22,,,,,5.2676,,,,,,,,,,,,,,8.2728,
1994-12-23,,,,,5.2676,,,,,,,,,,,,,,8.131,
1994-12-27,,,,,5.2282,,,,,,,,,,,,,,8.0261,
1994-12-28,,,,,5.0615,,,,,,,,,,,,,,7.5996,
1994-12-29,,,,,5.1008,,,,,,,,,,,,,,8.131,
1995-01-02,,,,,5.6108,,,,,,,,,,,,,,8.131,
1995-01-03,,,,,5.3264,,,,,,,,,,,,,,8.8713,
1995-01-04,,,,,5.4735,,,,,,,,,,,,,,8.5191,
1995-01-05,,,,,5.5912,,,,,,,,,,,,,,8.5191,
1995-01-06,,,,,5.3068,,,,,,,,,,,,,,8.131,
1995-01-09,,,,,5.4245,,,,,,,,,,,,,,8.2728,
1995-01-10,,,,,5.4245,,,,,,,,,,,,,,7.9215,
1995-01-11,,,,,5.4539,,,,,,,,,,,,,,8.0261,
1995-01-12,,,,,5.5128,,,,,,,,,,,,,,7.9215,
1995-01-13,,,,,5.5912,,,,,,,,,,,,,,8.131,
1995-01-16,,,,,5.5324,,,,,,,,,,,,,,7.9514,
1995-01-17,,,,,5.4735,,,,,,,,,,,,,,7.7794,
1995-01-18,,,,,5.3852,,,,,,,,,,,,,,7.5996,
1995-01-19,,,,,5.4735,,,,,,,,,,,,,,7.4577,
1995-01-20,,,,,5.4539,,,,,,,,,,,,,,7.2481,
1995-01-23,,,,,5.2676,,,,,,,,,,,,,,6.5749,
1995-01-24,,,,,4.983,,,,,,,,,,,,,,6.328,
1995-01-25,,,,,4.9537,,,,,,,,,,,,,,6.328,
1995-01-26,,,,,4.9537,,,,,,,,,,,,,,6.186,
1995-01-27,,,,,5.0026,,,,,,,,,,,,,,6.0813,
1995-01-30,,,,,4.9537,,,,,,,,,,,,,,6.0813,
1995-01-31,,,,,4.9537,,,,,,,,,,,,,,6.186,
1995-02-01,,,,,5.0615,,,,,,,,,,,,,,6.328,
1995-02-02,,,,,5.0615,,,,,,,,,,,,,,5.9392,
1995-02-03,,,,,4.9537,,,,,,,,,,,,,,5.4081,
1995-02-06,,,,,5.2086,,,,,,,,,,,,,,5.9018,
1995-02-07,,,,,5.7384,,,,,,,,,,,,,,6.4328,
1995-02-08,,,,,5.6304,,,,,,,,,,,,,,6.3954,
1995-02-09,,,,,5.2676,,,,,,,,,,,,,,6.328,
1995-02-10,,,,,5.2676,,,,,,,,,,,,,,6.0813,
1995-02-13,,,,,5.1596,,,,,,,,,,,,,,5.8344,
1995-02-14,,,,,5.3656,,,,,,,,,,,,,,5.9018,
1995-02-15,,,,,5.2282,,,,,,,,,,,,,,6.0813,
1995-02-16,,,,,5.346,,,,,,,,,,,,,,6.186,
1995-02-17,,,,,5.2872,,,,,,,,,,,,,,6.2607,
1995-02-20,,,,,5.1008,,,,,,,,,,,,,,6.186,
1995-02-21,,,,,4.8359,,,,,,,,,,,,,,5.5877,
1995-02-22,,,,,4.8947,,,,,,,,,,,,,,5.5877,
1995-02-23,,,,,4.983,,,,,,,,,,,,,,5.8344,
1995-02-24,,,,,5.4735,,,,,,,,,,,,,,6.3954,
1995-02-27,,,,,4.9341,,,,,,,,,,,,,,6.0813,
1995-02-28,,,,,4.9537,,,,,,,,,,,,,,5.8344,
1995-03-01,,,,,5.0223,,,,,,,,,,,,,,5.9392,
1995-03-02,,,,,5.1596,,,,,,,,,,,,,,5.8344,
1995-03-03,,,,,5.2282,,,,,,,,,,,,,,6.0065,
1995-03-06,,,,,5.2086,,,,,,,,,,,,,,6.0065,
1995-03-07,,,,,5.1596,,,,,,,,,,,,,,5.9018,
1995-03-08,,,,,5.2282,,,,,,,,,,,,,,6.0065,
1995-03-09,,,,,5.2479,,,,,,,,,,,,,,5.9392,
1995-03-10,,,,,5.1793,,,,,,,,,,,,,,5.8344,
1995-03-13,,,,,5.14,,,,,,,,,,,,,,5.8344,
1995-03-14,,,,,5.0615,,,,,,,,,,,,,,5.4829,
1995-03-15,,,,,5.1596,,,,,,,,,,,,,,5.7299,
1995-03-16,,,,,5.0615,,,,,,,,,,,,,,5.5877,
1995-03-17,,,,,5.0812,,,,,,,,,,,,,,5.4829,
1995-03-20,,,,,5.0026,,,,,,,,,,,,,,5.4829,
1995-03-21,,,,,5.0223,,,,,,,,,,,,,,5.3408,
1995-03-22,,,,,5.0026,,,,,,,,,,,,,,5.3408,
1995-03-23,,,,,4.9537,,,,,,,,,,,,,,5.0939,
1995-03-24,,,,,4.983,,,,,,,,,,,,,,5.0939,
1995-03-27,,,,,5.0026,,,,,,,,,,,,,,5.3035,
1995-03-28,,,,,4.9341,,,,,,,,,,,,,,4.9144,
1995-03-29,,,,,4.8359,,,,,,,,,,,,,,5.0565,
1995-03-30,,,,,4.8555,,,,,,,,,,,,,,5.1612,
1995-03-31,,,,,4.9537,,,,,,,,,,,,,,5.0939,
1995-04-03,,,,,5.0615,,,,,,,,,,,,,,5.2361,
1995-04-04,,,,,5.1596,,,,,,,,,,,,,,5.3408,
1995-04-05,,,,,5.1596,,,,,,,,,,,,,,5.7299,
1995-04-06,,,,,5.2282,,,,,,,,,,,,,,6.1486,
1995-04-07,,,,,5.3656,,,,,,,,,,,,,,6.3954,
1995-04-10,,,,,5.9247,,,,,,,,,,,,,,7.0014,
1995-04-11,,,,,5.9639,,,,,,,,,,,,,,7.0389,
1995-04-12,,,,,5.9639,,,,,,,,,,,,,,6.8219,
1995-04-13,,,,,5.6991,,,,,,,,,,,,,,6.6797,
1995-04-14,,,,,5.8364,,,,,,,,,,,,,,6.9266,
1995-04-18,,,,,6.3073,,,,,,,,,,,,,,7.2856,
1995-04-19,,,,,6.9253,,,,,,,,,,,,,,8.0261,
1995-04-20,,,,,6.8272,,,,,,,,,,,,,,8.0261,
1995-04-21,,,,,6.6212,,,,,,,,,,,,,,7.7794,
1995-04-24,,,,,6.9449,,,,,,,,,,,,,,8.131,
1995-04-25,,,,,6.8272,,,,,,,,,,,,,,8.6248,
1995-04-26,,,,,6.2681,,,,,,,,,,,,,,8.131,
1995-04-27,,,,,6.3759,,,,,,,,,,,,,,8.0935,
1995-04-28,,,,,6.4152,,,,,,,,,,,,,,8.2728,
1995-05-04,,,,,6.6408,,,,,,,,,,,,,,8.5191,
1995-05-05,,,,,6.8664,,,,,,,,,,,,,,8.0261,
1995-05-09,,,,,7.2294,,,,,,,,,,,,,,8.3782,
1995-05-10,,,,,7.965,,,,,,,,,,,,,,8.7666,
1995-05-11,,,,,8.691,,,,,,,,,,,,,,9.1179,
1995-05-12,,,,,8.2789,,,,,,,,,,,,,,9.1179,
1995-05-15,,,,,8.8086,,,,,,,,,,,,,,8.8713,
1995-05-16,,,,,7.9258,,,,,,,,,,,,,,7.6745,
1995-05-17,,,,,7.9258,,,,,,,,,,,,,,7.7794,
1995-05-18,,,,,7.6414,,,,,,,,,,,,,,7.7794,
1995-05-19,,,,,7.5825,,,,,,,,,,,,,,7.7794,
1995-05-22,,,,,7.0724,,,,,,,,,,,,,,7.1062,
1995-05-23,,,,,6.3759,,,,,,,,,,,,,,6.4328,
1995-05-24,,,,,6.9841,,,,,,,,,,,,,,7.0389,
1995-05-25,,,,,7.661,,,,,,,,,,,,,,7.2856,
1995-05-26,,,,,7.5236,,,,,,,,,,,,,,7.0389,
1995-05-29,,,,,7.5236,,,,,,,,,,,,,,7.2856,
1995-05-30,,,,,7.1901,,,,,,,,,,,,,,6.5749,
1995-05-31,,,,,6.4937,,,,,,,,,,,,,,6.6797,
1995-06-01,,,,,6.4152,,,,,,,,,,,,,,6.4328,
1995-06-02,,,,,6.5133,,,,,,,,,,,,,,6.328,
1995-06-05,,,,,6.7193,,,,,,,,,,,,,,6.9266,
1995-06-06,,,,,7.0233,,,,,,,,,,,,,,6.9266,
1995-06-07,,,,,7.2294,,,,,,,,,,,,,,6.6797,
1995-06-08,,,,,7.0233,,,,,,,,,,,,,,6.6797,
1995-06-09,,,,,6.8272,,,,,,,,,,,,,,6.5749,
1995-06-12,,,,,6.4348,,,,,,,,,,,,,,6.4328,
1995-06-13,,,,,6.6212,,,,,,,,,,,,,,6.4328,
1995-06-14,,,,,6.8272,,,,,,,,,,,,,,6.5749,
1995-06-16,,,,,6.4152,,,,,,,,,,,,,,6.4328,
1995-06-19,,,,,6.4152,,,,,,,,,,,,,,6.4328,
1995-06-20,,,,,6.6212,,,,,,,,,,,,,,6.9266,
1995-06-21,,,,,6.6212,,,,,,,,,,,,,,6.6797,
1995-06-22,,,,,6.5133,,,,,,,,,,,,,,6.4328,
1995-06-23,,,,,6.6604,,,,,,,,,,,,,,6.5749,
1995-06-26,,,,,7.0037,,,,,,,,,,,,,,6.8219,
1995-06-27,,,,,7.0233,,,,,,,,,,,,,,6.9266,
1995-06-28,,,,,6.4545,,,,,,,,,,,,,,6.6797,
1995-06-29,,,,,6.6212,,,,,,,,,,,,,,6.8219,
1995-06-30,,,,,6.6212,,,,,,,,,,,,,,6.9266,
1995-07-03,,,,,6.7193,,,,,,,,,,,,,,7.0389,
1995-07-04,,,,,6.4741,,,,,,,,,,,,,,7.1734,
1995-07-05,,,,,6.2092,,,,,,,,,,,,,,7.1734,
1995-07-06,,,,,6.2092,,,,,,,,,,,,,,7.1062,
1995-07-07,,,,,6.2681,,,,,,,,,,,,,,7.1734,
1995-07-10,,,,,5.6501,,,,,,,,,,,,,,7.1734,
1995-07-11,,,,,5.758,,,,,,,,,,,,,,6.8219,
1995-07-12,,,,,5.5912,,,,,,,,,,,,,,6.6797,
1995-07-13,,,,,5.7187,,,,,,,,,,,,,,6.8592,
1995-07-14,,,,,5.7187,,,,,,,,,,,,,,6.8592,
1995-07-17,,,,,5.8756,,,,,,,,,,,,,,7.1062,
1995-07-18,,,,,5.856,,,,,,,,,,,,,,7.1734,
1995-07-19,,,,,5.7776,,,,,,,,,,,,,,7.0389,
1995-07-20,,,,,5.6108,,,,,,,,,,,,,,6.9266,
1995-07-21,,,,,5.4735,,,,,,,,,,,,,,6.8219,
1995-07-24,,,,,5.1596,,,,,,,,,,,,,,6.6123,
1995-07-25,,,,,5.2872,,,,,,,,,,,,,,6.4328,
1995-07-26,,,,,5.2872,,,,,,,,,,,,,,6.5749,
1995-07-27,,,,,5.8168,,,,,,,,,,,,,,6.9266,
1995-07-28,,,,,6.3956,,,,,,,,,,,,,,6.5749,
1995-07-31,,,,,6.0228,,,,,,,,,,,,,,6.5749,
1995-08-01,,,,,6.0032,,,,,,,,,,,,,,6.4328,
1995-08-02,,,,,6.1013,,,,,,,,,,,,,,6.3954,
1995-08-03,,,,,5.9639,,,,,,,,,,,,,,6.5749,
1995-08-04,,,,,5.856,,,,,,,,,,,,,,6.328,
1995-08-07,,,,,5.9051,,,,,,,,,,,,,,6.4328,
1995-08-08,,,,,5.6304,,,,,,,,,,,,,,6.0813,
1995-08-09,,,,,5.5716,,,,,,,,,,,,,,6.1486,
1995-08-10,,,,,5.8364,,,,,,,,,,,,,,6.186,
1995-08-11,,,,,5.7972,,,,,,,,,,,,,,6.328,
1995-08-16,,,,,5.9836,,,,,,,,,,,,,,6.328,
