Data,11B,AMC,ASE,ATT,BDX,BFT,BHW,BML,BNP,CAR,CIE,CIG,CLN,CMR,CRM,DAT,DOM,DVL,EAT,ECH,ENA,EUR,FMF,GPW,GTC,ING,KER,KRU,KTY,LVC,MAB,MBK,MIL,MRC,NEU,PKP,PLW,TEN,WPL,XTB
1992-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5924,,,,,,,
1992-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5924,,,,,,,
1992-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5841,,,,,,,
1992-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5841,,,,,,,
1992-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5841,,,,,,,
1992-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5183,,,,,,,
1992-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,
1992-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5018,,,,,,,
1992-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,
1992-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5511,,,,,,,
1992-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5511,,,,,,,
1992-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5595,,,,,,,
1992-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5511,,,,,,,
1992-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5595,,,,,,,
1992-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5924,,,,,,,
1992-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3267,0.5924,,,,,,,
1992-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,0.5924,,,,,,,
1992-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9007,0.6087,,,,,,,
1992-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9499,0.5924,,,,,,,
1992-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2448,0.5924,,,,,,,
1992-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5562,0.5924,,,,,,,
1992-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6053,0.5924,,,,,,,
1992-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4579,0.5924,,,,,,,
1992-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4579,0.5924,,,,,,,
1992-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4415,0.5759,,,,,,,
1992-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4743,0.5183,,,,,,,
1992-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4743,0.5183,,,,,,,
1992-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,0.5511,,,,,,,
1992-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3103,0.5511,,,,,,,
1992-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612,0.5183,,,,,,,
1992-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.081,0.5183,,,,,,,
1992-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2776,0.5511,,,,,,,
1992-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3103,0.5511,,,,,,,
1992-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3431,0.51,,,,,,,
1992-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.294,0.5511,,,,,,,
1992-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612,0.5429,,,,,,,
1992-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2285,0.5511,,,,,,,
1992-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1793,0.5759,,,,,,,
1992-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1138,0.6251,,,,,,,
1993-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1301,0.5759,,,,,,,
1993-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,0.5841,,,,,,,
1993-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.294,0.6087,,,,,,,
1993-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3595,0.5924,,,,,,,
1993-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3923,0.5924,,,,,,,
1993-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3923,0.5595,,,,,,,
1993-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3595,0.5841,,,,,,,
1993-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3267,0.5595,,,,,,,
1993-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3103,0.5595,,,,,,,
1993-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3103,0.5759,,,,,,,
1993-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2776,0.5595,,,,,,,
1993-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,0.5511,,,,,,,
1993-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1957,0.5595,,,,,,,
1993-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2285,0.5595,,,,,,,
1993-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2285,0.5511,,,,,,,
1993-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612,0.5759,,,,,,,
1993-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,0.5511,,,,,,,
1993-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1465,0.5429,,,,,,,
1993-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1465,0.5429,,,,,,,
1993-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1465,0.5429,,,,,,,
1993-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1138,0.5429,,,,,,,
1993-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.081,0.5348,,,,,,,
1993-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1138,0.5348,,,,,,,
1993-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1138,0.5429,,,,,,,
1993-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1629,0.5511,,,,,,,
1993-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1957,0.5511,,,,,,,
1993-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2285,0.5595,,,,,,,
1993-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2448,0.5841,,,,,,,
1993-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3431,0.5841,,,,,,,
1993-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4415,0.5924,,,,,,,
1993-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4906,0.6251,,,,,,,
1993-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2612,0.6828,,,,,,,
1993-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3267,0.6992,,,,,,,
1993-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3923,0.6581,,,,,,,
1993-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4743,0.6498,,,,,,,
1993-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4579,0.6581,,,,,,,
1993-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4087,0.6581,,,,,,,
1993-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4415,0.6581,,,,,,,
1993-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4415,0.6663,,,,,,,
1993-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4415,0.6581,,,,,,,
1993-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4415,0.6498,,,,,,,
1993-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4906,0.6581,,,,,,,
1993-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5234,0.6828,,,,,,,
1993-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6053,0.6828,,,,,,,
1993-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9659,0.6828,,,,,,,
1993-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3592,0.7403,,,,,,,
1993-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7853,0.8144,,,,,,,
1993-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,0.8884,,,,,,,
1993-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4083,0.8063,,,,,,,
1993-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5888,0.7322,,,,,,,
1993-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8345,0.7979,,,,,,,
1993-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0803,0.765,,,,,,,
1993-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5884,0.8391,,,,,,,
1993-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1455,0.9213,,,,,,,
1993-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2111,1.0118,,,,,,,
1993-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7358,0.9296,,,,,,,
1993-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3094,0.9543,,,,,,,
1993-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8829,1.0447,,,,,,,
1993-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8829,0.9789,,,,,,,
1993-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5712,1.0694,,,,,,,
1993-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2759,1.1681,,,,,,,
1993-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0957,1.0694,,,,,,,
1993-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3579,0.9872,,,,,,,
1993-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.522,0.9213,,,,,,,
1993-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7846,0.8309,,,,,,,
1993-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1127,0.7486,,,,,,,
1993-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5064,0.8309,,,,,,,
1993-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0471,0.9131,,,,,,,
1993-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6372,0.9954,,,,,,,
1993-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2927,0.9954,,,,,,,
1993-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5715,0.9049,,,,,,,
1993-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9977,0.8473,,,,,,,
1993-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9977,0.9296,,,,,,,
1993-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2108,0.8391,,,,,,,
1993-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2108,0.8802,,,,,,,
1993-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9318,0.9543,,,,,,,
1993-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6857,1.0118,,,,,,,
1993-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6857,0.9872,,,,,,,
1993-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8171,0.9543,,,,,,,
1993-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5218,1.0118,,,,,,,
1993-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8496,1.0447,,,,,,,
1993-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0134,1.0364,,,,,,,
1993-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9315,1.1434,,,,,,,
1993-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1768,1.201,,,,,,,
1993-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0957,1.1846,,,,,,,
1993-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0134,1.201,,,,,,,
1993-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7677,1.1681,,,,,,,
1993-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6857,1.1434,,,,,,,
1993-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7677,1.2422,,,,,,,
1993-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0134,1.3244,,,,,,,
1993-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2591,1.456,,,,,,,
1993-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.161,1.5876,,,,,,,
1993-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.144,1.7522,,,,,,,
1993-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.308,1.9085,,,,,,,
1993-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.635,2.0977,,,,,,,
1993-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.782,2.3034,,,,,,,
1993-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.013,2.5173,,,,,,,
1993-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.405,2.7557,,,,,,,
1993-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88,3.0354,,,,,,,
1993-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.519,3.3316,,,,,,,
1993-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.715,3.6524,,,,,,,
1993-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.077,3.3069,,,,,,,
1993-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.552,3.636,,,,,,,
1993-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.19,3.9897,,,,,,,
1993-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.388,4.327,,,,,,,
1993-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,3.8992,,,,,,,
1993-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.013,3.5126,,,,,,,
1993-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75,3.5126,,,,,,,
1993-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.241,3.5126,,,,,,,
1993-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.766,3.2246,,,,,,,
1993-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11,2.9038,,,,,,,
1993-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.291,2.6324,,,,,,,
1993-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.356,2.3691,,,,,,,
1993-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.586,2.1471,,,,,,,
1993-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.405,2.3526,,,,,,,
1993-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88,2.5749,,,,,,,
1993-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.862,2.8298,,,,,,,
1993-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.207,3.1013,,,,,,,
1993-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.027,2.945,,,,,,,
1993-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.765,3.233,,,,,,,
1993-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.027,3.455,,,,,,,
1993-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.765,3.3069,,,,,,,
1993-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.847,3.4056,,,,,,,
1993-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.19,3.126,,,,,,,
1993-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.78,3.3069,,,,,,,
1993-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.765,3.2905,,,,,,,
1993-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42,3.2905,,,,,,,
1993-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.993,3.2905,,,,,,,
1993-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.666,3.3069,,,,,,,
1993-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.666,3.3069,,,,,,,
1993-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.485,3.4056,,,,,,,
1993-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.124,3.6771,,,,,,,
1993-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.845,3.8581,,,,,,,
1993-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.861,3.4714,,,,,,,
1993-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.697,3.1506,,,,,,,
1993-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.352,3.2246,,,,,,,
1993-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.943,3.3069,,,,,,,
1993-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.271,3.0354,,,,,,,
1993-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.762,3.1013,,,,,,,
1993-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.139,3.1013,,,,,,,
1993-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.678,3.1013,,,,,,,
1993-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.547,3.0849,,,,,,,
1993-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.515,3.0354,,,,,,,
1993-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.023,3.126,,,,,,,
1993-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.269,3.0354,,,,,,,
1993-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.843,2.8545,,,,,,,
1993-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.006,2.945,,,,,,,
1993-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.154,3.126,,,,,,,
1993-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.776,3.126,,,,,,,
1993-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.415,3.2246,,,,,,,
1993-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.022,2.9038,,,,,,,
1993-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,2.7557,,,,,,,
1994-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.331,3.0354,,,,,,,
1994-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.398,3.2,,,,,,,
1994-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.037,3.3481,,,,,,,
1994-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.972,3.2,,,,,,,
1994-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.972,2.9778,,,,,,,
1994-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.972,3.126,,,,,,,
1994-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.972,3.3069,,,,,,,
1994-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.054,3.4056,,,,,,,
1994-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.659,3.7264,,,,,,,
1994-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.97,4.0966,,,,,,,
1994-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,52.895,,,,,,44.248,4.5079,,,,,,,
1994-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,52.895,,,,,,44.248,4.944,,,,,,,
1994-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,47.605,,,,,,39.823,5.4293,,,,,,,
1994-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,42.864,,,,,,35.89,4.8864,,,,,,,
1994-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,38.593,,,,,,32.776,4.4092,,,,,,,
1994-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,35.263,,,,,,36.054,4.8535,,,,,,,
1994-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,38.79,,,,,,39.659,4.9604,,,,,,,
1994-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,38.79,,,,,,40.152,5.4622,,,,,,,
1994-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,36.83,,,,,,40.233,5.9887,,,,,,,
1994-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,36.046,,,,,,40.97,6.581,,,,,,,
1994-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,36.046,,,,,,41.872,5.9311,,,,,,,
1994-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,32.913,,,,,,40.97,5.3552,,,,,,,
1994-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,36.203,,,,,,40.97,4.944,,,,,,,
1994-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,39.808,,,,,,40.97,5.4293,,,,,,,
1994-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,42.317,,,,,,42.609,5.3059,,,,,,,
1994-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,42.277,,,,,,44.493,5.1084,,,,,,,
1994-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,41.925,,,,,,45.231,4.8781,,,,,,,
1994-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,39.808,,,,,,44.329,4.5985,,,,,,,
1994-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,39.181,,,,,,43.92,4.5985,,,,,,,
1994-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,39.142,,,,,,39.577,5.0344,,,,,,,
1994-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,37.614,,,,,,41.462,4.7548,,,,,,,
1994-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,37.221,,,,,,41.216,4.7548,,,,,,,
1994-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,38.399,,,,,,41.462,4.7548,,,,,,,
1994-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,37.221,,,,,,37.365,4.3024,,,,,,,
1994-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,33.539,,,,,,34.415,3.8992,,,,,,,
1994-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,35.616,,,,,,37.857,4.2776,,,,,,,
1994-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,33.344,,,,,,34.087,4.6889,,,,,,,
1994-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,30.013,,,,,,30.728,4.2284,,,,,,,
1994-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,27.585,,,,,,30.318,3.8088,,,,,,,
1994-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,29.778,,,,,,31.219,3.4385,,,,,,,
1994-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,30.954,,,,,,32.94,3.4385,,,,,,,
1994-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,28.994,,,,,,32.612,3.4385,,,,,,,
1994-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,26.096,,,,,,29.417,3.1013,,,,,,,
1994-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,23.509,,,,,,26.303,2.8134,,,,,,,
1994-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,23.509,,,,,,26.303,2.2047,,,,,,,
1994-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,25.076,,,,,,27.778,2.0237,,,,,,,
1994-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,25.86,,,,,,28.351,2.2786,,,,,,,
1994-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,31.032,,,,,,31.465,2.7229,,,,,,,
1994-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,30.954,,,,,,31.465,3.126,,,,,,,
1994-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,27.859,,,,,,28.351,2.8134,,,,,,,
1994-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,25.076,,,,,,25.566,2.5337,,,,,,,
1994-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,27.035,,,,,,26.631,2.3855,,,,,,,
1994-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,24.332,,,,,,24.009,2.6324,,,,,,,
1994-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,24.684,,,,,,21.796,2.3691,,,,,,,
1994-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,24.293,,,,,,22.616,2.4267,,,,,,,
1994-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,24.763,,,,,,23.762,2.4267,,,,,,,
1994-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,25.238,2.6653,,,,,,,
1994-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,25.238,2.5749,,,,,,,
1994-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,25.781,,,,,,26.221,2.6488,,,,,,,
1994-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,25.86,,,,,,27.859,2.7229,,,,,,,
1994-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,25.86,,,,,,29.006,2.7557,,,,,,,
